Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0006811~ion transport	38	4.859335038	0.001011457	"Q9Z0S8, P08582, Q47F10, Q14643, O76082, P19517, Q6AAX3, Q6A8C5, Q9V7N5, P08510, O15439, Q9R1N3, Q9H015, Q9JJC8, Q6A666, Q6AY78, P48544, Q8K078, P23416, Q6P3N9, B0LPN4, Q3KR82, Q08E40, Q9UHI7, Q24498, B4GF83, Q92504, Q9TT16, Q3ZC26, Q7SYH5, O17185, Q6A5S0, O59868, Q9X8Z9, Q9TS33, P42577, Q7KVW5, Q9NW15"	686	122	3678	1.669980404	0.915519017	0.218955289	1.764696219
GOTERM_BP_FAT	GO:0018130~heterocycle biosynthetic process	18	2.301790281	0.001057793	"P45622, Q90W95, P17276, P54919, Q16CP0, Q6A8L4, P30793, B9MEU8, Q6A9W7, Q6A6M4, Q6AAP6, A1W4B9, B9MH63, A1L259, A1WBL5, Q6A9X0, A0JYN1, Q21XQ9"	686	43	3678	2.24435555	0.924565978	0.20939299	1.844829937
GOTERM_BP_FAT	GO:0015074~DNA integration	8	1.023017903	0.001240047	"Q8XWD0, Q51649, A0QVB4"	686	11	3678	3.899284389	0.951687953	0.223148599	2.159428642
GOTERM_BP_FAT	GO:0042461~photoreceptor cell development	9	1.150895141	0.001445312	"P07207, P41743, Q9N1T2, Q9TTF0, P18106, P16621, Q05733, P40417, Q9W4E2"	686	14	3678	3.44668888	0.970753761	0.237911538	2.51260737
GOTERM_BP_FAT	GO:0046530~photoreceptor cell differentiation	10	1.278772379	0.001487539	"P07207, P41743, Q9N1T2, Q9TTF0, P25867, P18106, P16621, Q05733, P40417, Q9W4E2"	686	17	3678	3.153832962	0.973623312	0.228688123	2.585114407
GOTERM_BP_FAT	GO:0006412~translation	54	6.905370844	0.001871843	"Q6A7W0, Q6AAT0, A1WCP8, Q21RH9, P62752, Q9FJX2, P27639, Q6A6N5, Q6A8I8, Q291L4, P58375, A1W8Z4, P42798, Q02543, A5U8S4, P48612, Q3J5M4, Q9C9C5, Q9UGM6, P46778, O42867, Q9XF97, Q945U1, Q6A6M1, Q6A6L2, Q963B7, Q6A6L5, Q6A6L7, Q6A5P0, P37624, Q6AB49, Q803A7, O48557, Q9JHW4, Q6A964, C5CSG3, Q6A8J7, Q6A7V6, A1W2R3, Q82S73, Q6A7J8, Q6A6N1, Q6A7F4, P41105, Q475S5, Q47BK5, P55935, Q9M5Z9, B9MAU5, Q8CFK2, A1WB52, A4WVL1"	686	196	3678	1.477152377	0.989697038	0.262892539	3.24265638
GOTERM_BP_FAT	GO:0030182~neuron differentiation	33	4.219948849	0.001996565	"Q9UPN3, Q9N1T2, P0C605, Q14289, Q23023, Q64336, P08510, P41743, Q04666, Q9TTF0, Q24247, P40417, Q91WF7, P07207, P48430, Q8SX83, Q9I8D1, P20241, Q03206, P51166, P25867, P16621, Q05733, Q13976, Q9VHA0, P23824, O93344, P34710, P31266, Q6RUV5, P18106, Q5ZMQ9, Q9W4E2"	686	105	3678	1.685047897	0.992406679	0.262899025	3.455154488
GOTERM_BP_FAT	GO:0048563~post-embryonic organ morphogenesis	12	1.534526854	0.002027551	"Q01989, P07207, P33450, Q8SX83, P20241, Q17LW0, Q24342, Q24292, Q24247, Q9VDW3, Q29P71, P40417"	686	24	3678	2.680758017	0.992961112	0.252893368	3.507878103
GOTERM_BP_FAT	GO:0007560~imaginal disc morphogenesis	12	1.534526854	0.002027551	"Q01989, P07207, P33450, Q8SX83, P20241, Q17LW0, Q24342, Q24292, Q24247, Q9VDW3, Q29P71, P40417"	686	24	3678	2.680758017	0.992961112	0.252893368	3.507878103
GOTERM_BP_FAT	GO:0001745~compound eye morphogenesis	10	1.278772379	0.002489605	"P07207, P33450, P48612, Q24342, P25867, Q24292, P16621, Q05733, P40417, Q9W4E2"	686	18	3678	2.978620019	0.997728231	0.286931345	4.290878714
GOTERM_BP_FAT	GO:0008643~carbohydrate transport	8	1.023017903	0.002500893	"Q8Z245, A2VDF0, Q8NR12, Q5RDC9, Q3TIT8, Q3UHK1, Q3ZC26"	686	12	3678	3.574344023	0.997790149	0.2751809	4.309932031
GOTERM_BP_FAT	GO:0048569~post-embryonic organ development	13	1.662404092	0.002580025	"Q01989, P07207, P33450, Q8SX83, Q12965, P20241, Q17LW0, Q24342, Q24292, Q24247, Q9VDW3, Q29P71, P40417"	686	28	3678	2.489275302	0.998179354	0.270523546	4.443402736
GOTERM_BP_FAT	GO:0015979~photosynthesis	6	0.767263427	0.003328818	"A1B2Q2, P20865, P27517, P25857, P19824, P15192"	686	7	3678	4.595585173	0.9997091	0.321411005	5.697710209
GOTERM_BP_FAT	GO:0007444~imaginal disc development	13	1.662404092	0.003670187	"Q01989, P07207, P33450, Q8SX83, P20241, Q17LW0, Q24342, Q24292, Q24247, Q9VDW3, Q29P71, P40417, Q8IRC7"	686	29	3678	2.403438223	0.999873982	0.33511436	6.264373045
GOTERM_BP_FAT	GO:0048666~neuron development	27	3.452685422	0.004059141	"P07207, Q9UPN3, Q9I8D1, Q8SX83, Q9N1T2, P0C605, P20241, Q14289, Q03206, P51166, Q23023, P16621, Q64336, Q05733, Q13976, Q9VHA0, P08510, P41743, Q04666, Q9TTF0, P34710, Q6RUV5, P18106, Q24247, Q91WF7, P40417, Q9W4E2"	686	84	3678	1.72334444	0.999951434	0.350694534	6.906109948
GOTERM_BP_FAT	GO:0006584~catecholamine metabolic process	7	0.895140665	0.004335188	"Q5RE60, P15101, P27718, P50226, Q05733, O88533, P30793"	686	10	3678	3.753061224	0.999975321	0.357291703	7.359044068
GOTERM_BP_FAT	GO:0009084~glutamine family amino acid biosynthetic process	7	0.895140665	0.004335188	"P20478, Q6AA77, P96218, A1W9F9, P09034, B9MH63, P15106"	686	10	3678	3.753061224	0.999975321	0.357291703	7.359044068
GOTERM_BP_FAT	GO:0001754~eye photoreceptor cell differentiation	8	1.023017903	0.004556216	"P07207, P41743, Q9N1T2, P25867, P16621, Q05733, P40417, Q9W4E2"	686	13	3678	3.299394483	0.999985649	0.359859867	7.720204781
GOTERM_BP_FAT	GO:0044272~sulfur compound biosynthetic process	15	1.918158568	0.004638821	"Q10QH1, Q8J0I4, Q10341, Q16CP0, P0AAE0, B9MEU8, A5D7I4, Q6A9W7, Q6A6M4, Q6A5P0, O35490, Q4JIJ3, P52850, Q6A9X0"	686	37	3678	2.173587582	0.999988282	0.353838631	7.8548398
GOTERM_BP_FAT	GO:0009432~SOS response	5	0.639386189	0.005087187	"Q63NE3, Q6A9J8, Q6ABL2, Q9JUS4, Q3IYX6"	686	5	3678	5.361516035	0.9999961	0.369525228	8.582394567
GOTERM_BP_FAT	GO:0042423~catecholamine biosynthetic process	5	0.639386189	0.005087187	"P15101, P27718, Q05733, O88533, P30793"	686	5	3678	5.361516035	0.9999961	0.369525228	8.582394567
GOTERM_BP_FAT	GO:0016052~carbohydrate catabolic process	19	2.429667519	0.005459197	"Q9VTJ4, Q13231, O06134, Q01460, Q6A5X5, P25857, Q6A9C3, Q6A5D0, Q6A5D2, Q14376, P25310, Q6AAB8, Q4KLP0, Q70PU1, Q9UKK9, Q9BHM6, Q6A655, P54226"	686	53	3678	1.922052918	0.999998435	0.379620751	9.181930136
GOTERM_BP_FAT	GO:0009066~aspartate family amino acid metabolic process	11	1.406649616	0.007410554	"Q9UDR5, Q8J0I4, Q5ZJU3, O35490, Q4JIJ3, Q10341, B2UCA2, Q6AAR3, A8E657, Q6A7P7"	686	24	3678	2.457361516	0.999999987	0.465457167	12.26649738
GOTERM_BP_FAT	GO:0030900~forebrain development	11	1.406649616	0.007410554	"P23824, P48430, O93344, Q04666, P0C605, P31266, Q61371, Q6RUV5, Q5ZMQ9, Q13976, P32242"	686	24	3678	2.457361516	0.999999987	0.465457167	12.26649738
GOTERM_BP_FAT	GO:0006812~cation transport	28	3.58056266	0.007660005	"P08582, Q14643, O76082, P19517, Q6A8C5, Q9V7N5, P08510, Q9H015, Q9JJC8, Q9R1N3, Q6A666, P48544, B0LPN4, Q6P3N9, Q3KR82, Q9UHI7, Q08E40, Q24498, Q92504, Q7SYH5, Q3ZC26, O17185, Q6A5S0, O59868, Q9X8Z9, Q9TS33, P42577, Q7KVW5"	686	92	3678	1.63176575	0.999999993	0.465233356	12.65361185
GOTERM_BP_FAT	GO:0034311~diol metabolic process	7	0.895140665	0.008049358	"Q5RE60, P15101, P27718, P50226, Q05733, O88533, P30793"	686	11	3678	3.41187384	0.999999997	0.470936812	13.25461533
GOTERM_BP_FAT	GO:0018958~phenol metabolic process	7	0.895140665	0.008049358	"Q5RE60, P15101, P27718, P50226, Q05733, O88533, P30793"	686	11	3678	3.41187384	0.999999997	0.470936812	13.25461533
GOTERM_BP_FAT	GO:0042462~eye photoreceptor cell development	7	0.895140665	0.008049358	"P07207, P41743, Q9N1T2, P16621, Q05733, P40417, Q9W4E2"	686	11	3678	3.41187384	0.999999997	0.470936812	13.25461533
GOTERM_BP_FAT	GO:0009712~catechol metabolic process	7	0.895140665	0.008049358	"Q5RE60, P15101, P27718, P50226, Q05733, O88533, P30793"	686	11	3678	3.41187384	0.999999997	0.470936812	13.25461533
GOTERM_BP_FAT	GO:0009886~post-embryonic morphogenesis	12	1.534526854	0.008483721	"Q01989, P07207, P33450, Q8SX83, P20241, Q17LW0, Q24342, Q24292, Q24247, Q9VDW3, Q29P71, P40417"	686	28	3678	2.297792586	0.999999999	0.478046002	13.92049448
GOTERM_BP_FAT	GO:0048707~instar larval or pupal morphogenesis	12	1.534526854	0.008483721	"Q01989, P07207, P33450, Q8SX83, P20241, Q17LW0, Q24342, Q24292, Q24247, Q9VDW3, Q29P71, P40417"	686	28	3678	2.297792586	0.999999999	0.478046002	13.92049448
GOTERM_BP_FAT	GO:0035120~post-embryonic appendage morphogenesis	10	1.278772379	0.008844507	"P07207, P33450, Q8SX83, Q17LW0, Q24342, Q24292, Q24247, Q9VDW3, Q29P71, P40417"	686	21	3678	2.553102874	1	0.481805695	14.46991095
GOTERM_BP_FAT	GO:0048737~imaginal disc-derived appendage development	10	1.278772379	0.008844507	"P07207, P33450, Q8SX83, Q17LW0, Q24342, Q24292, Q24247, Q9VDW3, Q29P71, P40417"	686	21	3678	2.553102874	1	0.481805695	14.46991095
GOTERM_BP_FAT	GO:0048749~compound eye development	10	1.278772379	0.008844507	"P07207, P33450, P48612, Q24342, P25867, Q24292, P16621, Q05733, P40417, Q9W4E2"	686	21	3678	2.553102874	1	0.481805695	14.46991095
GOTERM_BP_FAT	GO:0035114~imaginal disc-derived appendage morphogenesis	10	1.278772379	0.008844507	"P07207, P33450, Q8SX83, Q17LW0, Q24342, Q24292, Q24247, Q9VDW3, Q29P71, P40417"	686	21	3678	2.553102874	1	0.481805695	14.46991095
GOTERM_BP_FAT	GO:0007476~imaginal disc-derived wing morphogenesis	10	1.278772379	0.008844507	"P07207, P33450, Q8SX83, Q17LW0, Q24342, Q24292, Q24247, Q9VDW3, Q29P71, P40417"	686	21	3678	2.553102874	1	0.481805695	14.46991095
GOTERM_BP_FAT	GO:0007472~wing disc morphogenesis	10	1.278772379	0.008844507	"P07207, P33450, Q8SX83, Q17LW0, Q24342, Q24292, Q24247, Q9VDW3, Q29P71, P40417"	686	21	3678	2.553102874	1	0.481805695	14.46991095
GOTERM_BP_FAT	GO:0048736~appendage development	15	1.918158568	0.010192625	"P07207, Q28056, Q8SX83, P49747, Q24342, Q24292, Q9VDW3, Q29P71, Q9ULC3, P33450, O93344, Q17LW0, Q61371, Q24247, P40417"	686	40	3678	2.010568513	1	0.52089078	16.49374162
GOTERM_BP_FAT	GO:0001654~eye development	16	2.046035806	0.010388847	"P07207, P48430, Q9N1T2, Q24342, P25867, Q24292, P16621, Q05733, P33450, P41743, O93344, P48612, Q9TTF0, Q90XF2, P40417, Q9W4E2"	686	44	3678	1.949642195	1	0.517433304	16.78452247
GOTERM_BP_FAT	GO:0007552~metamorphosis	12	1.534526854	0.011425325	"Q01989, P07207, P33450, Q8SX83, P20241, Q17LW0, Q24342, Q24292, Q24247, Q9VDW3, Q29P71, P40417"	686	29	3678	2.218558359	1	0.541355231	18.30469455
GOTERM_BP_FAT	GO:0034330~cell junction organization	8	1.023017903	0.012103811	"Q01989, P41743, P20241, Q14289, Q9VN14, P40417, Q90XF2, Q03412"	686	15	3678	2.859475219	1	0.552341871	19.28558442
GOTERM_BP_FAT	GO:0006418~tRNA aminoacylation for protein translation	18	2.301790281	0.01275829	"Q6A7W0, C5CSG3, Q9UGM6, Q6AAT0, A1WCP8, Q6A8J7, Q6A7V6, Q6A6M1, Q6A7F4, A5U8S4, Q475S5, Q6A5P0, Q47BK5, Q6A8I8, B9MAU5, Q291L4, Q3J5M4, Q6A964"	686	53	3678	1.820892238	1	0.561836473	20.22123398
GOTERM_BP_FAT	GO:0000270~peptidoglycan metabolic process	5	0.639386189	0.013014423	"Q8NNN0, Q220S7, P25310, Q70PU1, P0AAE0"	686	6	3678	4.467930029	1	0.559679459	20.58461174
GOTERM_BP_FAT	GO:0045216~cell-cell junction organization	7	0.895140665	0.013597822	"Q01989, P41743, P20241, Q9VN14, P40417, Q90XF2, Q03412"	686	12	3678	3.12755102	1	0.566491047	21.40646476
GOTERM_BP_FAT	GO:0018298~protein-chromophore linkage	6	0.767263427	0.014352521	"Q32Q86, P20865, P27517, Q5IZC5, Q4KML2, P15192"	686	9	3678	3.574344023	1	0.577279529	22.45773688
GOTERM_BP_FAT	GO:0043038~amino acid activation	18	2.301790281	0.015493933	"Q6A7W0, C5CSG3, Q9UGM6, Q6AAT0, A1WCP8, Q6A8J7, Q6A7V6, Q6A6M1, Q6A7F4, A5U8S4, Q475S5, Q6A5P0, Q47BK5, Q6A8I8, B9MAU5, Q291L4, Q3J5M4, Q6A964"	686	54	3678	1.787172012	1	0.596634992	24.02252115
GOTERM_BP_FAT	GO:0043039~tRNA aminoacylation	18	2.301790281	0.015493933	"Q6A7W0, C5CSG3, Q9UGM6, Q6AAT0, A1WCP8, Q6A8J7, Q6A7V6, Q6A6M1, Q6A7F4, A5U8S4, Q475S5, Q6A5P0, Q47BK5, Q6A8I8, B9MAU5, Q291L4, Q3J5M4, Q6A964"	686	54	3678	1.787172012	1	0.596634992	24.02252115
GOTERM_BP_FAT	GO:0035107~appendage morphogenesis	14	1.79028133	0.016045676	"P07207, Q28056, Q8SX83, Q24342, Q24292, Q9VDW3, Q29P71, Q9ULC3, P33450, O93344, Q17LW0, Q61371, Q24247, P40417"	686	38	3678	1.975295381	1	0.600936625	24.76819356
GOTERM_BP_FAT	GO:0009110~vitamin biosynthetic process	10	1.278772379	0.017294656	"O33062, B9MEU8, Q0II59, Q6A6M4, O93344, Q6AAP6, A1TSA3, Q6A9B0, B2UAP5, Q16CP0"	686	23	3678	2.331093928	1	0.620253191	26.43075451
GOTERM_BP_FAT	GO:0007264~small GTPase mediated signal transduction	23	2.941176471	0.017949363	"P46940, Q8IV61, P62071, P84082, P51644, Q03206, Q969Q5, Q5RC04, Q9ULC3, Q13637, Q9YH09, Q8BHD0, Q80U87, Q58DL5, Q17R06, Q5U316, P11233, Q8BU31, P46638, Q5RI75, Q6RUV5, Q16YG0"	686	76	3678	1.622564063	1	0.625775697	27.28835257
GOTERM_BP_FAT	GO:0007169~transmembrane receptor protein tyrosine kinase signaling pathway	13	1.662404092	0.019988352	"Q00944, O14522, Q8SX83, Q12965, P20241, Q9EP80, Q14289, P21333, Q05688, P40417, Q7YR43, Q9YH09, P54755"	686	35	3678	1.991420242	1	0.657632065	29.89920994
GOTERM_BP_FAT	GO:0002165~instar larval or pupal development	13	1.662404092	0.019988352	"Q01989, P07207, Q9V7N5, P33450, Q8SX83, P20241, Q17LW0, Q24342, Q24292, Q24247, Q9VDW3, Q29P71, P40417"	686	35	3678	1.991420242	1	0.657632065	29.89920994
GOTERM_BP_FAT	GO:0045165~cell fate commitment	13	1.662404092	0.019988352	"Q01989, P23824, P07207, P48430, Q8SX83, P70512, Q04666, P41932, Q24342, Q60636, P31266, P40417, P97767"	686	35	3678	1.991420242	1	0.657632065	29.89920994
GOTERM_BP_FAT	GO:0007267~cell-cell signaling	19	2.429667519	0.021468056	"P07207, O35161, Q9Z254, P27105, P48430, Q07075, Q9I8D1, P08473, P91620, B4GF83, O14795, Q9Y345, Q5RE60, P08510, P20478, Q91ZY8, Q13702, Q9CZR2, P40417"	686	60	3678	1.697813411	1	0.676181647	31.73827737
GOTERM_BP_FAT	GO:0007474~imaginal disc-derived wing vein specification	4	0.511508951	0.022164452	"P07207, Q8SX83, Q9VDW3, P40417"	686	4	3678	5.361516035	1	0.680277164	32.58796496
GOTERM_BP_FAT	GO:0006553~lysine metabolic process	4	0.511508951	0.022164452	"Q9UDR5, B2UCA2, A8E657, Q6A7P7"	686	4	3678	5.361516035	1	0.680277164	32.58796496
GOTERM_BP_FAT	GO:0035220~wing disc development	10	1.278772379	0.023225117	"P07207, P33450, Q8SX83, Q17LW0, Q24342, Q24292, Q24247, Q9VDW3, Q29P71, P40417"	686	24	3678	2.233965015	1	0.689979526	33.86296106
GOTERM_BP_FAT	GO:0046677~response to antibiotic	6	0.767263427	0.024369855	"Q6AY78, P62594, P50075, Q6AAD7, B2RYH9, Q48406"	686	10	3678	3.216909621	1	0.70029796	35.21348235
GOTERM_BP_FAT	GO:0005976~polysaccharide metabolic process	14	1.79028133	0.024860475	"A5D7I4, Q9VTJ4, Q6A8Q7, Q8NNN0, Q13231, Q220S7, Q01460, P52850, P25310, Q70PU1, Q8D1Q8, P0AAE0"	686	40	3678	1.876530612	1	0.700435234	35.7843001
GOTERM_BP_FAT	GO:0006026~aminoglycan catabolic process	5	0.639386189	0.025928564	"Q9VTJ4, Q13231, Q01460, P25310, Q70PU1"	686	7	3678	3.829654311	1	0.708789652	37.01061641
GOTERM_BP_FAT	GO:0008299~isoprenoid biosynthetic process	8	1.023017903	0.025985875	"B9MEU8, P23228, O93344, Q8WMY2, Q6F596, Q6A7K8, Q16CP0, Q6A7L2"	686	17	3678	2.523066369	1	0.702738457	37.07578953
GOTERM_BP_FAT	GO:0006790~sulfur metabolic process	17	2.173913043	0.027581467	"Q10QH1, Q8J0I4, Q10341, Q16CP0, P0AAE0, B9MEU8, A5D7I4, Q6A9W7, Q6A6M4, Q9BR01, Q9QZS6, Q6A5P0, O35490, Q4JIJ3, P52850, Q6A9X0"	686	53	3678	1.719731558	1	0.717709711	38.86493194
GOTERM_BP_FAT	GO:0006022~aminoglycan metabolic process	9	1.150895141	0.02885696	"Q9VTJ4, Q8NNN0, Q13231, Q01460, Q220S7, P52850, P25310, Q70PU1, P0AAE0"	686	21	3678	2.297792586	1	0.727495196	40.26052395
GOTERM_BP_FAT	GO:0045664~regulation of neuron differentiation	10	1.278772379	0.030475082	"Q2LZZ7, P07207, P48430, Q86YT6, Q04666, P91620, P25867, Q23023, P40417, P97767"	686	25	3678	2.144606414	1	0.740656525	41.9877895
GOTERM_BP_FAT	GO:0009064~glutamine family amino acid metabolic process	12	1.534526854	0.03133556	"Q6AA78, Q5ZJU3, P20478, Q6AA77, Q6AAP6, P96218, A1W9F9, P09034, B9MH63, P28492, P15106, B9MEQ7"	686	33	3678	1.949642195	1	0.744354882	42.88701441
GOTERM_BP_FAT	GO:0042401~biogenic amine biosynthetic process	7	0.895140665	0.031608257	"P17276, P15101, P27718, Q05733, O88533, Q90XD2, P30793"	686	14	3678	2.680758017	1	0.74135608	43.16923651
GOTERM_BP_FAT	GO:0009070~serine family amino acid biosynthetic process	7	0.895140665	0.031608257	"O33062, Q10QH1, Q8J0I4, A1TSA3, Q6A5P0, Q10341, P0AAE0"	686	14	3678	2.680758017	1	0.74135608	43.16923651
GOTERM_BP_FAT	GO:0042398~cellular amino acid derivative biosynthetic process	8	1.023017903	0.035878817	"P17276, P15101, P27718, Q05733, O88533, Q90XD2, P0AAE0, P30793"	686	18	3678	2.382896016	1	0.779600478	47.42094781
GOTERM_BP_FAT	GO:0009310~amine catabolic process	14	1.79028133	0.03681184	"P17276, Q6AAW5, P15101, P07633, A8E657, Q91XD4, Q9UDR5, Q6AA78, O42412, P20478, Q9LDD8, Q6A9R8, Q6AAR3, Q6A9R6"	686	42	3678	1.787172012	1	0.782708266	48.30903001
GOTERM_BP_FAT	"GO:0015674~di-, tri-valent inorganic cation transport"	9	1.150895141	0.038175623	"O59868, B0LPN4, P08582, Q9TS33, Q9JJC8, P42577, Q24498, Q14643, P19517"	686	22	3678	2.193347469	1	0.789487952	49.58170503
GOTERM_BP_FAT	GO:0016477~cell migration	19	2.429667519	0.040153995	"Q01989, P07207, Q9Z254, Q07075, Q8SX83, P15101, P0C605, Q14289, Q03206, Q23023, Q9WTS2, Q13976, P08879, Q04771, P34710, Q6RUV5, Q24247, Q5ZMQ9, Q90XF2"	686	64	3678	1.591700073	1	0.800945871	51.37547911
GOTERM_BP_FAT	GO:0030048~actin filament-based movement	5	0.639386189	0.044335875	"Q01989, Q9I8D1, Q12965, Q17LW0, Q29P71"	686	8	3678	3.350947522	1	0.827576977	54.97099819
GOTERM_BP_FAT	GO:0000272~polysaccharide catabolic process	5	0.639386189	0.044335875	"Q9VTJ4, Q13231, Q01460, P25310, Q70PU1"	686	8	3678	3.350947522	1	0.827576977	54.97099819
GOTERM_BP_FAT	GO:0001751~compound eye photoreceptor cell differentiation	5	0.639386189	0.044335875	"P07207, P25867, P16621, Q05733, P40417"	686	8	3678	3.350947522	1	0.827576977	54.97099819
GOTERM_BP_FAT	GO:0030029~actin filament-based process	19	2.429667519	0.046262039	"Q01989, P07207, Q9I8D1, P91620, Q14289, P21333, Q13976, Q29P71, O75369, Q9YH09, P41743, P11233, Q9NRC6, B1AK53, Q12965, Q17LW0, Q9Y4D1, Q6RUV5, P18106"	686	65	3678	1.567212379	1	0.835906863	56.54134673
